area_type,location,society,total_sqft,bath,balcony,price,bhk
Built-up  Area,BTM 2nd Stage,SNe 2ev,1850.0,3.0,,170.0,3.0
Super built-up  Area,BTM 2nd Stage,Crentt ,1200.0,2.0,2.0,80.0,2.0
Super built-up  Area,BTM 2nd Stage,NDclenn,1274.0,2.0,2.0,70.0,2.0
Built-up  Area,BTM 2nd Stage,MaeamSu,1280.0,2.0,2.0,80.0,2.0
Built-up  Area,BTM 2nd Stage,Komesa ,1100.0,2.0,2.0,70.0,2.0
Super built-up  Area,BTM 2nd Stage,Vincyat,1000.0,2.0,2.0,58.0,2.0
Plot  Area,BTM 2nd Stage,,2990.0,5.0,3.0,416.0,5.0
Super built-up  Area,BTM 2nd Stage,SNe 2ev,2200.0,3.0,3.0,220.0,3.0
Super built-up  Area,BTM 2nd Stage,SNe 2ev,2780.0,4.0,1.0,325.0,3.0
Plot  Area,BTM 2nd Stage,,2400.0,2.0,0.0,360.0,3.0
Super built-up  Area,BTM 2nd Stage,Vincyat,965.0,2.0,2.0,56.0,2.0
Super built-up  Area,BTM 2nd Stage,MaeamSu,1147.0,2.0,1.0,75.0,2.0
Built-up  Area,BTM 2nd Stage,SNe 2ev,1750.0,3.0,3.0,172.0,3.0
Super built-up  Area,BTM 2nd Stage,Catle C,1400.0,2.0,3.0,90.0,2.0
Super built-up  Area,BTM 2nd Stage,Chaldi ,1200.0,2.0,2.0,70.0,2.0
Super built-up  Area,BTM 2nd Stage,Saarlth,2500.0,3.0,2.0,345.0,3.0
Super built-up  Area,BTM Layout,Mames M,1150.0,2.0,2.0,63.0,2.0
Built-up  Area,BTM Layout,Myace P,1450.0,2.0,2.0,81.0,3.0
Super built-up  Area,BTM Layout,C ensnd,1458.0,3.0,2.0,79.0,3.0
Built-up  Area,BTM Layout,Varala ,935.0,2.0,1.0,51.5,2.0
Super built-up  Area,BTM Layout,PancyPr,1600.0,3.0,2.0,112.0,3.0
Built-up  Area,BTM Layout,Lancya ,1300.0,2.0,1.0,75.0,3.0
Super built-up  Area,BTM Layout,,450.0,1.0,1.0,20.0,1.0
Super built-up  Area,BTM Layout,MRsicla,1470.0,2.0,2.0,99.0,3.0
Super built-up  Area,Badavala Nagar,DNncasa,1494.0,2.0,2.0,94.55,3.0
Super built-up  Area,Badavala Nagar,DNncasa,1274.0,2.0,1.0,81.0,2.0
Super built-up  Area,Badavala Nagar,DNncasa,1842.0,3.0,2.0,115.0,3.0
Super built-up  Area,Badavala Nagar,DNncasa,1494.0,2.0,2.0,94.55,3.0
Super built-up  Area,Badavala Nagar,DNncasa,1274.0,2.0,1.0,81.0,2.0
Super built-up  Area,Badavala Nagar,DNncasa,1494.0,2.0,2.0,94.55,3.0
Super built-up  Area,Badavala Nagar,DNncasa,1842.0,3.0,2.0,115.0,3.0
Super built-up  Area,Badavala Nagar,DNncasa,1842.0,3.0,2.0,115.0,3.0
Super built-up  Area,Badavala Nagar,DNncasa,1842.0,3.0,2.0,115.0,3.0
Super built-up  Area,Balagere,Soestin,1210.0,2.0,1.0,80.9,2.0
Super built-up  Area,Balagere,,1210.0,2.0,1.0,72.0,2.0
Super built-up  Area,Balagere,Soresea,1205.0,2.0,1.0,78.5,2.0
Super built-up  Area,Balagere,Soresea,790.5,1.0,0.0,41.9,1.0
Super built-up  Area,Balagere,HiqueMa,1145.0,2.0,2.0,65.0,2.0
Super built-up  Area,Balagere,Soresea,1012.0,2.0,1.0,54.59,2.0
Super built-up  Area,Balagere,Soresea,1020.07,2.0,1.0,68.38,2.0
Super built-up  Area,Balagere,Soresea,1205.47,2.0,1.0,81.0,2.0
Super built-up  Area,Balagere,Soresea,1007.0,2.0,1.0,65.0,2.0
Super built-up  Area,Balagere,Soresea,1205.0,2.0,1.0,70.0,2.0
Super built-up  Area,Balagere,Soresea,1210.0,2.0,1.0,74.0,2.0
Super built-up  Area,Balagere,Soresea,1210.0,2.0,1.0,83.0,2.0
Built-up  Area,Balagere,Soresea,675.0,1.0,1.0,45.0,1.0
Super built-up  Area,Balagere,Soresea,656.0,1.0,1.0,43.0,1.0
Super built-up  Area,Balagere,Soresea,1012.0,2.0,1.0,54.59,2.0
Super built-up  Area,Balagere,Soresea,1012.0,2.0,1.0,64.0,2.0
Super built-up  Area,Balagere,Soresea,1007.0,2.0,1.0,62.0,2.0
Built-up  Area,Balagere,Soresea,1007.0,2.0,1.0,67.0,2.0
Super built-up  Area,Balagere,Soresea,1007.0,2.0,1.0,66.0,2.0
Super built-up  Area,Balagere,Soresea,1205.0,2.0,1.0,63.86,2.0
Super built-up  Area,Balagere,Soresea,1012.0,2.0,1.0,53.58,2.0
Super built-up  Area,Balagere,Soresea,645.0,1.0,1.0,34.18,1.0
Super built-up  Area,Balagere,Soresea,1007.0,2.0,1.0,53.0,2.0
Super built-up  Area,Balagere,Soresea,1210.0,2.0,1.0,69.0,2.0
Super built-up  Area,Balagere,Soresea,790.5,1.0,0.0,42.295,1.0
Super built-up  Area,Balagere,Soresea,1012.0,2.0,1.0,65.0,2.0
Super built-up  Area,Balagere,Soresea,656.0,1.0,1.0,38.77,1.0
Super built-up  Area,Balagere,Soresea,645.0,1.0,1.0,39.0,1.0
Built-up  Area,Balagere,Soresea,645.0,1.0,1.0,41.0,1.0
Super built-up  Area,Balagere,Soresea,1210.0,2.0,1.0,82.0,2.0
Super built-up  Area,Balagere,Soresea,656.0,1.0,1.0,34.77,1.0
Super built-up  Area,Balagere,Soresea,1205.0,2.0,1.0,73.87,2.0
Super built-up  Area,Balagere,Soresea,1012.0,2.0,1.0,70.0,2.0
Super built-up  Area,Balagere,Soresea,1007.0,2.0,1.0,68.0,2.0
Super built-up  Area,Balagere,Soresea,1205.0,2.0,1.0,67.0,2.0
Super built-up  Area,Balagere,Soresea,1205.0,2.0,1.0,79.0,2.0
Built-up  Area,Balagere,Soresea,1012.0,2.0,1.0,68.0,2.0
Super built-up  Area,Banashankari,,1470.0,2.0,1.0,88.64,3.0
Built-up  Area,Banashankari,Skave E,1300.0,2.0,2.0,75.0,3.0
Super built-up  Area,Banashankari,Bregae ,1800.0,3.0,2.0,115.0,3.0
Built-up  Area,Banashankari,Koestpt,1125.0,2.0,1.0,63.0,2.0
Super built-up  Area,Banashankari,Bregae ,1310.0,2.0,2.0,80.0,2.0
Super built-up  Area,Banashankari,Rallse ,2600.0,4.0,1.0,135.0,3.0
Super built-up  Area,Banashankari,,1900.0,2.0,1.0,170.0,3.0
Super built-up  Area,Banashankari,Goeesem,1260.0,2.0,3.0,75.0,2.0
Built-up  Area,Banashankari,Naashi ,1350.0,2.0,0.0,83.0,3.0
Super built-up  Area,Banashankari,,1330.0,2.0,1.0,78.0,2.0
Super built-up  Area,Banashankari,Sriseva,1400.0,2.0,1.0,78.0,3.0
Super built-up  Area,Banashankari,Bregae ,1700.0,3.0,2.0,125.0,3.0
Super built-up  Area,Banashankari,,2400.0,1.0,1.0,200.0,1.0
Super built-up  Area,Banashankari,Bregae ,1390.0,2.0,2.0,86.0,2.0
Super built-up  Area,Banashankari,Bregae ,1290.0,2.0,2.0,80.0,2.0
Built-up  Area,Banashankari,Sksia A,1186.0,2.0,3.0,65.0,2.0
Super built-up  Area,Banashankari,Bregae ,1650.0,3.0,2.0,101.0,3.0
Super built-up  Area,Banashankari,,1181.0,2.0,1.0,75.0,2.0
Super built-up  Area,Banashankari,Goeesem,1105.0,2.0,2.0,90.0,2.0
Super built-up  Area,Banashankari,,720.0,1.0,1.0,60.0,1.0
Super built-up  Area,Banashankari,Bregae ,1330.0,2.0,2.0,77.0,2.0
Super built-up  Area,Banashankari,Goeesem,1185.0,2.0,2.0,67.0,2.0
Super built-up  Area,Banashankari,,1650.0,3.0,2.0,90.75,3.0
Super built-up  Area,Banashankari,Bregae ,1650.0,3.0,2.0,101.0,3.0
Super built-up  Area,Banashankari,Bregae ,1310.0,2.0,2.0,80.43,2.0
Super built-up  Area,Banashankari,Bregae ,1430.0,2.0,2.0,87.8,2.0
Built-up  Area,Banashankari,Sksia A,1540.0,3.0,3.0,80.0,3.0
Super built-up  Area,Banashankari,,1683.0,3.0,2.0,115.0,3.0
Built-up  Area,Banashankari,Bregae ,1800.0,3.0,2.0,125.0,3.0
Super built-up  Area,Banashankari,Bregae ,1800.0,3.0,2.0,175.0,3.0
Super built-up  Area,Banashankari,Bregae ,1770.0,3.0,3.0,108.0,3.0
Super built-up  Area,Banashankari,Bregae ,1800.0,3.0,2.0,125.0,3.0
Super built-up  Area,Banashankari,,1200.0,3.0,2.0,74.52,3.0
Super built-up  Area,Banashankari,SuentAp,1100.0,2.0,1.0,63.0,2.0
Super built-up  Area,Banashankari,Goeesem,1260.0,2.0,3.0,75.0,2.0
Plot  Area,Banashankari,,1040.0,2.0,1.0,109.0,3.0
Super built-up  Area,Banashankari,Sksia A,1426.0,3.0,2.0,85.0,3.0
Super built-up  Area,Banashankari Stage II,,1700.0,2.0,2.0,150.0,2.0
Plot  Area,Banashankari Stage II,,1200.0,2.0,1.0,150.0,4.0
Super built-up  Area,Banashankari Stage II,,1500.0,2.0,1.0,120.0,3.0
Plot  Area,Banashankari Stage II,,2400.0,3.0,2.0,510.0,5.0
Plot  Area,Banashankari Stage II,,500.0,2.0,1.0,55.0,2.0
Plot  Area,Banashankari Stage II,,1050.0,3.0,2.0,125.0,4.0
Built-up  Area,Banashankari Stage II,,1250.0,2.0,2.0,110.0,2.0
Super built-up  Area,Banashankari Stage II,,1260.0,2.0,1.0,95.0,3.0
Plot  Area,Banashankari Stage II,,2400.0,2.0,2.0,300.0,3.0
Super built-up  Area,Banashankari Stage II,,1400.0,2.0,1.0,100.0,2.0
Super built-up  Area,Banashankari Stage II,,2800.0,3.0,2.0,425.0,5.0
Built-up  Area,Banashankari Stage II,,3000.0,3.0,2.0,450.0,3.0
Built-up  Area,Banashankari Stage II,,1200.0,2.0,1.0,198.0,3.0
Super built-up  Area,Banashankari Stage II,,1245.0,2.0,1.0,125.0,2.0
Super built-up  Area,Banashankari Stage III,,1650.0,3.0,2.0,118.0,3.0
Plot  Area,Banashankari Stage III,,2400.0,4.0,1.0,240.0,4.0
Super built-up  Area,Banashankari Stage III,,1480.0,3.0,1.0,75.48,3.0
Built-up  Area,Banashankari Stage III,,1304.0,2.0,0.0,111.0,2.0
Super built-up  Area,Banashankari Stage III,,1500.0,2.0,2.0,100.0,3.0
Plot  Area,Banashankari Stage III,,1350.0,1.0,1.0,145.0,1.0
Built-up  Area,Banashankari Stage III,,2100.0,3.0,1.0,147.0,4.0
Super built-up  Area,Banashankari Stage III,SaideHi,1420.0,2.0,2.0,95.0,3.0
Plot  Area,Banashankari Stage VI,,2200.0,4.0,2.0,195.0,4.0
Super built-up  Area,Banaswadi,,1365.0,2.0,2.0,73.0,2.0
Super built-up  Area,Banaswadi,,1222.0,2.0,2.0,80.0,2.0
Super built-up  Area,Banaswadi,Krntsee,527.0,1.0,0.0,35.0,1.0
Super built-up  Area,Banaswadi,,1340.0,2.0,2.0,73.0,2.0
Plot  Area,Banaswadi,,2250.0,5.0,,240.0,5.0
Plot  Area,Banjara Layout,,1200.0,5.0,2.0,96.0,5.0
Plot  Area,Banjara Layout,,1200.0,2.0,2.0,70.0,2.0
Built-up  Area,Banjara Layout,,1050.0,2.0,1.0,64.8,2.0
Plot  Area,Banjara Layout,,753.0,3.0,3.0,59.5,2.0
Plot  Area,Banjara Layout,,900.0,3.0,1.0,79.0,3.0
Plot  Area,Banjara Layout,,2500.0,4.0,0.0,140.0,3.0
Plot  Area,Banjara Layout,,1200.0,4.0,1.0,105.0,4.0
Plot  Area,Bannerghatta,,810.0,4.0,1.0,50.0,4.0
Super built-up  Area,Bannerghatta,,1665.0,3.0,3.0,110.0,3.0
Super built-up  Area,Bannerghatta,Mamespa,2370.0,4.0,2.0,195.0,3.0
Super built-up  Area,Bannerghatta,,1100.0,2.0,1.0,66.0,2.0
Super built-up  Area,Bannerghatta,,1113.0,2.0,1.0,70.0,2.0
Super built-up  Area,Bannerghatta,,1200.0,2.0,2.0,73.2,2.0
Super built-up  Area,Bannerghatta,,1070.0,2.0,1.0,87.0,2.0
Super built-up  Area,Bannerghatta,Mamespa,1776.0,3.0,2.0,124.0,3.0
Built-up  Area,Bannerghatta Road,,500.0,1.0,1.0,18.5,1.0
Super built-up  Area,Bannerghatta Road,NadelCi,1050.0,2.0,1.0,65.0,2.0
Super built-up  Area,Bannerghatta Road,SNity S,1170.0,2.0,1.0,66.0,3.0
Super built-up  Area,Bannerghatta Road,Hiatei ,595.0,1.0,1.0,33.32,1.0
Carpet  Area,Bannerghatta Road,,1445.0,3.0,2.0,95.0,3.0
Super built-up  Area,Bannerghatta Road,,1640.0,2.0,1.0,120.0,3.0
Super built-up  Area,Bannerghatta Road,SNity S,1460.0,2.0,1.0,90.0,3.0
Super built-up  Area,Bannerghatta Road,Hiatei ,1179.0,2.0,1.0,66.02,2.0
Super built-up  Area,Bannerghatta Road,PrarePa,1122.5,2.0,0.0,58.935,2.0
Built-up  Area,Bannerghatta Road,,793.0,2.0,1.0,45.0,2.0
Super built-up  Area,Bannerghatta Road,SNity S,1400.0,2.0,2.0,78.0,2.0
Super built-up  Area,Bannerghatta Road,PrliaRe,1654.0,3.0,2.0,100.0,3.0
Super built-up  Area,Bannerghatta Road,Hiate F,1200.0,2.0,2.0,75.0,2.0
Super built-up  Area,Bannerghatta Road,Hiatei ,595.0,1.0,1.0,31.83,1.0
Super built-up  Area,Bannerghatta Road,SNity S,1550.0,3.0,2.0,82.0,3.0
Super built-up  Area,Bannerghatta Road,Esave E,1650.0,3.0,,122.0,3.0
Built-up  Area,Bannerghatta Road,Haaceal,912.0,2.0,1.0,55.0,2.0
Super built-up  Area,Bannerghatta Road,,1218.0,2.0,1.0,73.0,2.0
Super built-up  Area,Bannerghatta Road,PrarePa,1115.0,2.0,1.0,65.12,2.0
Super built-up  Area,Bannerghatta Road,,1893.0,3.0,2.0,100.0,3.0
Built-up  Area,Bannerghatta Road,SNity S,1600.0,3.0,2.0,95.0,3.0
Super built-up  Area,Bannerghatta Road,SNity S,1260.0,2.0,2.0,70.0,2.0
Built-up  Area,Bannerghatta Road,,1150.0,2.0,2.0,65.0,2.0
Built-up  Area,Bannerghatta Road,,2835.0,5.0,,260.0,4.0
Super built-up  Area,Bannerghatta Road,Hiate F,1725.0,3.0,,110.0,3.0
Built-up  Area,Bannerghatta Road,PrliaRe,1220.0,2.0,1.0,80.0,2.0
Super built-up  Area,Bannerghatta Road,PrarePa,1130.0,2.0,2.0,78.0,2.0
Super built-up  Area,Bannerghatta Road,Hiatei ,1486.0,3.0,1.0,83.22,3.0
Super built-up  Area,Bannerghatta Road,SNity S,1460.0,2.0,2.0,75.0,3.0
Super built-up  Area,Bannerghatta Road,PrarePa,1115.0,2.0,1.0,61.0,2.0
Super built-up  Area,Bannerghatta Road,,2700.0,4.0,3.0,260.0,4.0
Super built-up  Area,Bannerghatta Road,SNity S,1200.0,2.0,2.0,69.0,3.0
Super built-up  Area,Bannerghatta Road,SNity S,1465.0,2.0,1.0,76.0,3.0
Super built-up  Area,Bannerghatta Road,Shissut,1200.0,2.0,2.0,65.0,2.0
Super built-up  Area,Bannerghatta Road,MNikaas,1240.0,2.0,1.0,65.0,2.0
Super built-up  Area,Bannerghatta Road,Baanise,1476.0,3.0,1.0,125.0,3.0
Super built-up  Area,Bannerghatta Road,PrarePa,1532.5,3.0,0.0,84.29,3.0
Super built-up  Area,Bannerghatta Road,Uncioe ,1268.0,2.0,1.0,69.0,2.0
Super built-up  Area,Bannerghatta Road,SNity S,1450.0,2.0,2.0,87.0,3.0
Super built-up  Area,Bannerghatta Road,Kobhiil,2932.0,5.0,,195.0,4.0
Super built-up  Area,Bannerghatta Road,SNity S,960.0,2.0,3.0,58.0,2.0
Super built-up  Area,Bannerghatta Road,Hiate F,1750.0,3.0,,130.0,3.0
Super built-up  Area,Bannerghatta Road,SNity S,1275.0,2.0,1.0,73.0,2.0
Super built-up  Area,Bannerghatta Road,,1240.0,2.0,1.0,71.0,2.0
Super built-up  Area,Bannerghatta Road,SNity S,1215.0,2.0,1.0,68.0,2.0
Super built-up  Area,Bannerghatta Road,SNity S,1215.0,2.0,1.0,68.0,2.0
Super built-up  Area,Bannerghatta Road,Saenett,1894.0,3.0,1.0,115.0,3.0
Super built-up  Area,Bannerghatta Road,Hiatei ,1693.0,3.0,2.0,89.0,3.0
Super built-up  Area,Bannerghatta Road,,630.0,1.0,2.0,35.0,1.0
Super built-up  Area,Bannerghatta Road,SNity S,1215.0,2.0,1.0,68.0,2.0
Super built-up  Area,Bannerghatta Road,PrarePa,1365.0,3.0,1.0,76.18,3.0
Super built-up  Area,Bannerghatta Road,PrarePa,1115.0,2.0,2.0,78.0,2.0
Super built-up  Area,Bannerghatta Road,PrarePa,1532.5,3.0,0.0,79.465,3.0
Built-up  Area,Bannerghatta Road,SNity S,1655.0,3.0,3.0,90.0,3.0
Super built-up  Area,Bannerghatta Road,,1650.0,3.0,1.0,94.0,3.0
Super built-up  Area,Bannerghatta Road,SNity S,905.0,2.0,1.0,65.0,2.0
Super built-up  Area,Bannerghatta Road,SNity S,1460.0,2.0,2.0,80.0,3.0
Super built-up  Area,Bannerghatta Road,Esave E,1340.0,2.0,3.0,85.0,2.0
Super built-up  Area,Bannerghatta Road,,1711.0,3.0,2.0,125.0,3.0
Super built-up  Area,Bannerghatta Road,SNity S,1520.0,2.0,3.0,81.0,3.0
Built-up  Area,Bannerghatta Road,,2826.0,3.0,1.0,148.0,3.0
Super built-up  Area,Bannerghatta Road,PrarePa,1115.0,2.0,1.0,61.0,2.0
Super built-up  Area,Bannerghatta Road,Uncioe ,1640.0,3.0,2.0,105.0,3.0
Super built-up  Area,Bannerghatta Road,,1527.0,3.0,2.0,115.0,3.0
Super built-up  Area,Bannerghatta Road,SNity S,1660.0,3.0,2.0,85.0,3.0
Super built-up  Area,Bannerghatta Road,SNity S,1880.0,3.0,2.0,96.5,3.0
Super built-up  Area,Bannerghatta Road,SNity S,1550.0,3.0,2.0,96.0,3.0
Super built-up  Area,Bannerghatta Road,PrarePa,1200.0,2.0,2.0,78.0,2.0
Super built-up  Area,Bannerghatta Road,,1885.0,3.0,1.0,125.0,3.0
Super built-up  Area,Bannerghatta Road,SNity S,1450.0,2.0,2.0,78.0,3.0
Super built-up  Area,Bannerghatta Road,Baanise,700.0,1.0,1.0,31.2,1.0
Super built-up  Area,Bannerghatta Road,SNity S,905.0,2.0,1.0,58.0,2.0
Super built-up  Area,Bannerghatta Road,SNity S,1465.0,2.0,1.0,75.0,3.0
Super built-up  Area,Bannerghatta Road,SNity S,1920.0,3.0,3.0,122.0,3.0
Built-up  Area,Bannerghatta Road,,2400.0,4.0,1.0,180.0,4.0
Super built-up  Area,Bannerghatta Road,SNity S,1520.0,2.0,3.0,80.0,3.0
Built-up  Area,Bannerghatta Road,SNity S,1270.0,2.0,1.0,73.0,3.0
Super built-up  Area,Bannerghatta Road,Esave E,1846.0,3.0,2.0,120.0,3.0
Super built-up  Area,Bannerghatta Road,PrarePa,1122.5,2.0,0.0,61.74,2.0
Super built-up  Area,Bannerghatta Road,SNity S,1655.0,3.0,3.0,95.0,3.0
Super built-up  Area,Bannerghatta Road,SNity S,1215.0,2.0,1.0,65.0,2.0
Super built-up  Area,Bannerghatta Road,SNity S,1510.0,2.0,3.0,110.0,3.0
Carpet  Area,Bannerghatta Road,Vemit S,1470.0,2.0,1.0,85.0,3.0
Super built-up  Area,Bannerghatta Road,SNity S,970.0,2.0,1.0,57.0,2.0
Built-up  Area,Bannerghatta Road,Baanise,1527.0,3.0,1.0,142.0,3.0
Plot  Area,Basavangudi,,1125.0,4.0,3.0,180.0,4.0
Super built-up  Area,Basavangudi,,2200.0,2.0,1.0,162.0,3.0
Super built-up  Area,Basavangudi,,2337.0,4.0,3.0,292.0,3.0
Super built-up  Area,Basavangudi,,2350.0,3.0,3.0,300.0,3.0
Built-up  Area,Basavangudi,,1500.0,2.0,1.0,143.0,3.0
Super built-up  Area,Basavangudi,KuisePa,1850.0,3.0,1.0,168.0,3.0
Built-up  Area,Basavangudi,,600.0,1.0,0.0,97.5,1.0
Super built-up  Area,Basavangudi,Brsic C,2150.0,3.0,2.0,265.0,3.0
Super built-up  Area,Basavangudi,Tinori ,1036.0,2.0,2.0,105.0,2.0
Built-up  Area,Basavangudi,,2500.0,4.0,1.0,150.0,4.0
Super built-up  Area,Basavangudi,,2600.0,4.0,3.0,260.0,4.0
Super built-up  Area,Basavangudi,Shntsad,2300.0,3.0,,317.0,3.0
Super built-up  Area,Basavangudi,Swers T,1600.0,2.0,2.0,160.0,3.0
Built-up  Area,Basavangudi,Asncyes,1560.0,2.0,2.0,145.0,2.0
Super built-up  Area,Basavangudi,,1825.0,3.0,,175.0,3.0
Super built-up  Area,Basavangudi,Soarkig,1800.0,3.0,2.0,195.0,3.0
Super built-up  Area,Basavangudi,,1100.0,2.0,3.0,93.0,2.0
Super built-up  Area,Basavangudi,,670.0,1.0,1.0,50.0,1.0
Super built-up  Area,Basavangudi,,1542.14,3.0,3.0,120.0,3.0
Built-up  Area,Basavangudi,,1050.0,2.0,1.0,103.0,2.0
Super built-up  Area,Basavangudi,,1350.0,2.0,2.0,130.0,3.0
Built-up  Area,Basavangudi,,1485.0,3.0,1.0,140.0,3.0
Super built-up  Area,Basavangudi,,1180.0,2.0,3.0,124.0,2.0
Built-up  Area,Basavangudi,V2lasna,1600.0,3.0,3.0,130.0,3.0
Super built-up  Area,Basavangudi,,1200.0,2.0,3.0,120.0,2.0
Super built-up  Area,Basavangudi,,1850.0,3.0,2.0,150.0,3.0
Carpet  Area,Basavangudi,,1230.0,2.0,0.0,80.0,2.0
Super built-up  Area,Basavangudi,,2350.0,3.0,3.0,300.0,3.0
Super built-up  Area,Basavangudi,Bousey ,2453.0,3.0,2.0,250.0,4.0
Super built-up  Area,Basavangudi,,1650.0,3.0,3.0,125.0,3.0
Plot  Area,Basaveshwara Nagar,,4500.0,5.0,1.0,415.0,5.0
Built-up  Area,Basaveshwara Nagar,Suncy R,1865.0,3.0,3.0,145.0,3.0
Plot  Area,Basaveshwara Nagar,,2460.0,7.0,1.0,350.0,7.0
Super built-up  Area,Basaveshwara Nagar,Niine J,1200.0,2.0,0.0,90.0,2.0
Plot  Area,Basaveshwara Nagar,,2400.0,4.0,1.0,310.0,5.0
Built-up  Area,Basaveshwara Nagar,,1200.0,2.0,2.0,80.0,2.0
Built-up  Area,Basaveshwara Nagar,,900.0,2.0,1.0,60.0,2.0
Super built-up  Area,Basaveshwara Nagar,Suncy R,1900.0,3.0,3.0,150.0,3.0
Built-up  Area,Basaveshwara Nagar,,1200.0,2.0,2.0,85.0,2.0
Plot  Area,Battarahalli,,1200.0,2.0,1.0,65.0,2.0
Super built-up  Area,Battarahalli,PaontWa,1777.0,3.0,2.0,100.0,3.0
Super built-up  Area,Battarahalli,SraveHi,1071.0,2.0,1.0,62.0,2.0
Super built-up  Area,Battarahalli,PaontWa,1590.0,2.0,2.0,102.0,2.0
Built-up  Area,Begur,Duity C,3500.0,4.0,2.0,185.0,3.0
Super built-up  Area,Begur Road,Pruthg ,1634.0,3.0,1.0,83.33,3.0
Super built-up  Area,Begur Road,Pruthg ,644.0,1.0,1.0,32.0,1.0
Super built-up  Area,Bellandur,,1767.0,3.0,1.0,103.0,3.0
Built-up  Area,Bellandur,,1205.0,2.0,3.0,66.0,2.0
Super built-up  Area,Bellandur,Ocavees,1250.0,2.0,1.0,76.0,2.0
Super built-up  Area,Bellandur,,1281.0,2.0,1.0,74.0,2.0
Super built-up  Area,Bellandur,AkonyHa,1490.0,2.0,2.0,98.0,3.0
Super built-up  Area,Bellandur,SoderLa,2039.0,3.0,2.0,168.0,3.0
Super built-up  Area,Bellandur,,1605.0,3.0,2.0,85.0,3.0
Super built-up  Area,Bellandur,Maonsrn,1692.0,3.0,2.0,88.0,3.0
Super built-up  Area,Bellandur,OriewLa,1299.0,2.0,2.0,82.0,2.0
Super built-up  Area,Bellandur,Trows M,900.0,2.0,2.0,56.0,2.0
Built-up  Area,Bellandur,,1350.0,2.0,1.0,79.0,2.0
Super built-up  Area,Bellandur,Sonyxa ,3016.0,4.0,3.0,230.0,4.0
Super built-up  Area,Bellandur,Amivace,1457.0,2.0,2.0,85.0,2.0
Super built-up  Area,Bellandur,Kritel ,1050.0,2.0,2.0,72.0,2.0
Built-up  Area,Bellandur,Vaodssh,3600.0,4.0,0.0,260.0,4.0
Super built-up  Area,Bellandur,GoncyRe,1310.0,2.0,2.0,72.0,2.0
Super built-up  Area,Bellandur,Krala D,1785.0,3.0,3.0,118.0,3.0
Super built-up  Area,Bellandur,Soodsa ,1051.0,2.0,2.0,60.0,2.0
Super built-up  Area,Bellandur,,1060.0,2.0,1.0,65.0,2.0
Super built-up  Area,Bellandur,,1100.0,2.0,3.0,62.0,2.0
Super built-up  Area,Bellandur,NiCodCa,1685.0,3.0,3.0,100.0,3.0
Super built-up  Area,Bellandur,Sronda ,982.0,2.0,2.0,55.0,2.0
Super built-up  Area,Bellandur,MancyRe,1063.0,2.0,1.0,58.0,2.0
Super built-up  Area,Bellandur,OriewLa,1281.0,2.0,2.0,87.0,2.0
Built-up  Area,Bellandur,Krala D,1785.0,3.0,2.0,120.0,3.0
Super built-up  Area,Bellandur,Trows M,1310.0,2.0,2.0,85.0,2.0
Built-up  Area,Bellandur,Ocavees,1465.0,3.0,3.0,90.0,2.0
Super built-up  Area,Bellandur,OriewLa,1767.0,3.0,2.0,109.0,3.0
Built-up  Area,Bellandur,Vaodssh,3600.0,4.0,,245.0,4.0
Super built-up  Area,Bellandur,Srdids ,1150.0,2.0,1.0,69.44,2.0
Super built-up  Area,Bellandur,Krala D,1410.0,3.0,2.0,92.0,2.0
Super built-up  Area,Bellandur,Goner C,1015.0,2.0,1.0,60.0,2.0
Super built-up  Area,Bellandur,NiCodCa,1685.0,3.0,3.0,101.0,3.0
Built-up  Area,Bellandur,,1735.0,3.0,3.0,105.0,3.0
Built-up  Area,Bellandur,NiCodCa,1685.0,3.0,3.0,115.0,3.0
Super built-up  Area,Bellandur,,1846.0,3.0,2.0,135.0,3.0
Super built-up  Area,Bellandur,,1717.0,3.0,2.0,110.0,3.0
Super built-up  Area,Bellandur,GoncyRe,1665.0,3.0,,85.0,3.0
Super built-up  Area,Bellandur,Krala D,1690.0,2.0,2.0,116.0,3.0
Super built-up  Area,Bellandur,Trows M,950.0,1.0,1.0,40.0,1.0
Built-up  Area,Bellandur,Srure S,850.0,2.0,1.0,45.0,2.0
Super built-up  Area,Bellandur,Thesseg,1454.0,2.0,1.0,90.0,2.0
Super built-up  Area,Bellandur,AkonyHa,1435.0,2.0,2.0,115.0,3.0
Super built-up  Area,Bellandur,NiCodCa,1260.0,2.0,2.0,83.5,2.0
Super built-up  Area,Bellandur,Srure S,1535.0,3.0,,90.0,3.0
Super built-up  Area,Bellandur,Goner C,1047.0,2.0,1.0,75.0,2.0
Super built-up  Area,Benson Town,,3200.0,4.0,,350.0,3.0
Super built-up  Area,Benson Town,,4460.0,5.0,,650.0,4.0
Super built-up  Area,Benson Town,Gopus O,2850.0,4.0,3.0,470.0,3.0
Super built-up  Area,Benson Town,,1300.0,2.0,1.0,120.0,2.0
Built-up  Area,Benson Town,Gohts H,1567.0,3.0,0.0,140.0,2.0
Plot  Area,Benson Town,,1688.12,2.0,1.0,270.0,2.0
Built-up  Area,Benson Town,,1805.0,3.0,2.0,280.0,3.0
Plot  Area,Benson Town,,1688.0,2.0,0.0,280.0,2.0
Super built-up  Area,Bharathi Nagar,FoapeWa,1351.0,2.0,2.0,74.0,2.0
